date_start,date_end,delta_2h,delta_18o
2010-08-17,2010-09-14,-95.7014,-13.23
2010-09-17,2010-10-12,-95.3938,-13.16
2010-10-12,2010-11-09,-97.4041,-13.37
2010-11-09,2010-12-07,-98.2732,-13.43
2010-12-07,2011-01-03,-98.3357,-13.31
2011-01-03,2011-01-31,-95.9,-13.22
2011-01-31,2011-02-28,-96.7,-13.39
2011-02-28,2011-03-28,-97.13,-13.34
2011-03-28,2011-04-26,-101.27,-13.73
2011-04-26,2011-05-23,-105.0,-14.13
2011-05-23,2011-06-20,-105.47,-14.0
2011-06-20,2011-07-18,-95.78,-13.25
2011-07-18,2011-08-15,-92.88,-12.86
2011-08-15,2011-09-12,-90.22,-12.52
2011-09-12,2011-10-10,-90.99,-12.54
2011-10-10,2011-11-07,-93.57,-12.94
2011-11-07,2011-12-05,-93.58,-12.97
2011-12-05,2012-01-02,-96.88,-13.3
2012-01-03,2012-01-30,-96.96,-13.25
2012-02-14,2012-02-27,-96.28,-13.24
2012-02-27,2012-03-26,-97.48,-13.39
2012-03-26,2012-04-23,-97.35,-13.39
2012-04-23,2012-05-21,-99.4,-13.64
2012-05-21,2012-06-18,-101.8,-14.06
2012-06-18,2012-07-16,-99.9,-13.61
2012-07-16,2012-08-13,-92.64,-12.72
2012-08-13,2012-09-10,-88.25,-12.29
2012-09-10,2012-10-08,-87.1,-12.13
2012-10-08,2012-11-05,-91.44,-12.62
2012-11-05,2012-12-02,-93.17,-12.72
2012-12-03,2012-12-31,-95.51,-13.09
2012-12-31,2013-01-28,-95.33,-13.07
2013-01-28,2013-02-25,-95.46,-13.14
2013-03-04,2013-03-25,-97.61,-13.26
2013-03-25,2013-04-22,-99.53,-13.5
2013-04-22,2013-05-20,-105.1,-14.26
2013-05-20,2013-06-17,-105.16,-14.32
2013-06-17,2013-07-15,-100.06,-13.72
2013-07-15,2013-08-12,-96.5,-13.42
2013-08-12,2013-09-09,-94.14,-13.14
2013-09-09,2013-10-07,-94.72,-13.12
2013-10-07,2013-11-04,-93.7,-12.99
2013-11-04,2013-12-02,-94.46,-13.1
2013-12-02,2013-12-30,-96.53,-13.24
2013-12-30,2014-01-27,-96.47,-13.16
2014-01-27,2014-02-24,-96.51,-13.21
2014-02-24,2014-03-24,-97.43,-13.29
2014-03-24,2014-04-22,-98.44,-13.48
2014-04-22,2014-05-19,-103.02,-13.82
2014-05-19,2014-06-16,-102.95,-13.81
2014-06-16,2014-07-14,-100.83,-13.69
2014-07-14,2014-08-11,-98.72,-13.32
2014-08-11,2014-09-08,-95.13,-13.06
2014-09-08,2014-10-06,-95.51,-13.16
2014-10-06,2014-11-03,-93.08,-12.77
2014-11-03,2014-12-01,-95.08,-13.04
2014-12-01,2014-12-29,-96.38,-13.2
2014-12-29,2015-01-26,-98.31,-13.4
2015-01-26,2015-02-23,-98.03,-13.32
2015-02-23,2015-03-23,-98.2,-13.44
2015-03-30,2015-04-21,-99.15,-13.48
2015-04-21,2015-05-18,-99.38,-13.58
2015-05-18,2015-06-15,-99.04,-13.67
2015-06-15,2015-07-13,-98.14,-13.49
2015-07-13,2015-08-10,-94.66,-13.08
2015-08-10,2015-09-07,-90.4,-12.55
2015-09-14,2015-10-05,-88.21,-12.24
2015-10-13,2015-11-03,-92.12,-12.6
2015-11-03,2015-11-30,-93.45,-12.69
2015-12-14,2015-12-28,-95.02,-12.9
2015-12-28,2016-01-25,-94.84,-13.05
2016-01-25,2016-02-22,-96.21,-13.2
2016-02-22,2016-03-21,-96.99,-13.21
2016-03-21,2016-04-18,-97.96,-13.24
2016-04-18,2016-05-17,-95.24,-12.98
2016-05-17,2016-06-13,-99.94,-13.68
2016-06-13,2016-07-11,-97.9,-13.57
2016-07-11,2016-08-08,-93.61,-13.11
2016-08-08,2016-09-05,-92.11,-12.85
2016-09-05,2016-10-03,-91.43,-12.82
2016-10-03,2016-10-31,-91.74,-12.88
2016-10-31,2016-11-28,-93.28,-12.85
2016-11-28,2016-12-27,-94.39,-13.02
2016-12-27,2017-01-23,-95.17,-12.89
2017-01-23,2017-02-20,-93.33,-12.95
2017-02-20,2017-03-20,-95.45,-13.12
2017-03-20,2017-04-18,-94.54,-13.04
2017-04-18,2017-05-15,-95.83,-12.91
2017-05-15,2017-06-12,-94.2,-13.13
2017-06-12,2017-07-10,-88.69,-12.5
2017-07-10,2017-08-07,-88.0,-12.42
2017-08-07,2017-09-04,-84.83,-11.98
2017-09-04,2017-10-02,-86.63,-12.17
2017-10-02,2017-10-30,-88.9,-12.3
2017-11-30,2017-11-27,-92.06,-12.58
2017-11-27,2017-12-27,-92.93,-12.7
2017-12-27,2018-01-22,-92.94,-12.9
2018-01-22,2018-02-19,-82.06,-11.26
2018-02-19,2018-03-19,-92.76,-12.84
2018-03-19,2018-04-16,-92.78,-12.86
2018-04-16,2018-05-14,-95.32,-13.29
2018-05-14,2018-06-11,-98.34,-13.73
2018-06-11,2018-07-09,-97.84,-13.69
2018-07-09,2018-08-06,-92.4,-13.04
2018-08-06,2018-09-03,-89.39,-12.7
2018-09-03,2018-10-01,-90.23,-12.68
2018-10-02,2018-10-29,-91.04,-12.71
2018-10-29,2018-11-26,-91.44,-12.8
2018-11-26,2018-12-27,-93.47,-12.98
2018-12-27,2019-01-21,-92.94,-12.84
2019-01-21,2019-02-18,-96.54,-13.37
2019-02-18,2019-03-18,-93.19,-12.79
2019-03-18,2019-04-15,-94.12,-13.03
2019-04-15,2019-05-13,-95.71,-13.26
2019-05-13,2019-06-11,-97.17,-13.53
2019-06-11,2019-07-08,-97.21,-13.43
2019-07-08,2019-08-08,-96.03,-13.38
2019-08-05,2019-09-02,-87.84,-12.44
2019-09-02,2019-09-30,-89.85,-12.67
2019-09-30,2019-10-28,-88.14,-12.37
2019-10-28,2019-11-25,-90.59,-12.69
2019-11-25,2019-12-19,-92.03,-12.75
2019-12-23,2020-01-20,-92.25,-12.77
2020-01-20,2020-02-17,-93.49,-13.02
2020-02-17,2020-03-16,-93.45,-12.96
2020-03-16,2020-04-06,,
2020-04-06,2020-05-04,,
2020-05-04,2020-06-01,,
2020-06-01,2020-06-28,-98.74,-13.75
2020-06-29,2020-08-03,-95.7,-13.4
2020-08-03,2020-08-31,-93.31,-13.19
2020-08-31,2020-09-28,-91.11,-12.64
2020-09-29,2020-10-26,-91.0,-12.67
2020-10-26,2020-11-23,-90.72,-12.74
2020-11-23,2020-12-21,-93.52,-13.02
2020-12-21,2021-01-18,-94.9,-12.99
2021-01-18,2021-02-15,-94.95,-12.96
2021-02-15,2021-03-15,-95.69,-12.98
2021-03-15,2021-04-12,-96.88,-13.24
2021-04-12,2021-05-10,-97.15,-13.42
2021-05-10,2021-06-07,-98.09,-13.61
2021-06-07,2021-07-05,-100.65,-14.09
2021-07-05,2021-08-02,-96.72,-13.485
2021-08-02,2021-08-30,-93.07,-12.828
2021-08-30,2021-09-27,-92.34,-12.92
2021-09-27,2021-10-25,-90.85,-12.76
2021-10-25,2021-11-21,-93.75,-13.13
2021-11-21,2021-12-20,-95.43,-13.16
2021-12-20,2022-01-17,-94.96,-13.09
2022-01-17,2022-02-14,-94.38,-13.11
2022-02-14,2022-03-14,-94.38,-13.01
2022-03-14,2022-04-11,-95.18,-13.17
2022-04-11,2022-05-09,-97.04,-13.29
2022-05-09,2022-06-07,-99.83,-13.84
2022-06-07,2022-07-04,-93.76,-13.09
2022-07-04,2022-08-02,-90.5,-12.74
2022-08-02,2022-08-29,-89.55,-12.65
2022-08-29,2022-09-26,-88.44,-12.47
2022-09-26,2022-10-24,-89.62,-12.55
2022-10-14,2022-11-21,-87.6,-12.22
2022-11-21,2022-12-19,-91.61,-12.65
2022-12-19,2023-01-16,-92.9,-12.78
2023-01-16,2023-02-13,-92.76,-12.73
2023-02-13,2023-03-13,-93.87,-12.86
2023-03-13,2023-04-11,-93.55,-12.8
2023-04-11,2023-05-08,-94.12,-12.87
2023-05-08,2023-06-05,-95.78,-13.3
2023-06-05,2023-07-03,-96.55,-13.45
2023-07-03,2023-07-31,-90.48,-12.76
2023-07-31,2023-08-28,-87.49,-12.389
2023-08-28,2023-09-25,-85.72,-11.968
2023-09-25,2023-10-23,-84.27,-11.883
2023-10-23,2023-11-20,-84.69,-11.95
2023-11-20,2023-12-18,-89.58,-12.39
2023-12-18,2024-01-15,-90.23,-12.4
