Stationsnummer;Stationsname;Datum;Uhrzeit;Tiefe;Endtiefe;Parametername;Analysemethode;Wert;Einheit;Bestimmungsgrenze;Nachweisgrenze;Qualitaet;Status;aenderungsbemerkung
1643;Hallwilersee - Tiefste Stelle;21.09.1971;10:48:00;44;;Sauerstoff;;0;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;21.09.1971;10:48:00;44;;Wassertemperatur;;5.1;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;21.09.1971;10:48:00;5;;Sauerstoff;;9.3;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;21.09.1971;10:48:00;5;;Wassertemperatur;;16.5;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;0;;Elektrische Leitfaehigkeit;;299.6;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;0;;Sauerstoff;;20.4;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;0;;Secchi;;1.3;m;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;0;;Wassertemperatur;;8.2;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;10;;Elektrische Leitfaehigkeit;;314.2;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;10;;Sauerstoff;;6.9;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;10;;Wassertemperatur;;3.8;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;15;;Elektrische Leitfaehigkeit;;316.4;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;15;;Sauerstoff;;5.6;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;15;;Wassertemperatur;;3.5;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;2.5;;Elektrische Leitfaehigkeit;;301.9;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;2.5;;Sauerstoff;;17.6;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;2.5;;Wassertemperatur;;7.2;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;20;;Elektrische Leitfaehigkeit;;319.7;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;20;;Sauerstoff;;3.3;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;20;;Wassertemperatur;;3.5;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;30;;Elektrische Leitfaehigkeit;;346.6;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;30;;Sauerstoff;;0.4;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;30;;Wassertemperatur;;3.8;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;40;;Elektrische Leitfaehigkeit;;363.4;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;40;;Sauerstoff;;0;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;40;;Wassertemperatur;;3.8;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;44;;Elektrische Leitfaehigkeit;;364.5;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;44;;Sauerstoff;;0;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;44;;Wassertemperatur;;3.8;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;5;;Elektrische Leitfaehigkeit;;310.8;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;5;;Sauerstoff;;13.6;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;5;;Wassertemperatur;;5;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;7.5;;Elektrische Leitfaehigkeit;;313;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;7.5;;Sauerstoff;;8.9;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;22.03.1972;09:30:00;7.5;;Wassertemperatur;;4.3;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;0;;Elektrische Leitfaehigkeit;;269.4;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;0;;Sauerstoff;;10.6;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;0;;Secchi;;2.8;m;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;0;;Wassertemperatur;;21.5;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;10;;Elektrische Leitfaehigkeit;;334.3;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;10;;Sauerstoff;;1.4;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;10;;Wassertemperatur;;10.6;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;15;;Elektrische Leitfaehigkeit;;328.7;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;15;;Sauerstoff;;2.2;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;15;;Wassertemperatur;;6.3;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;20;;Elektrische Leitfaehigkeit;;329.8;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;20;;Sauerstoff;;1.4;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;20;;Wassertemperatur;;5;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;30;;Elektrische Leitfaehigkeit;;338.8;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;30;;Sauerstoff;;0.1;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;30;;Wassertemperatur;;4.1;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;40;;Elektrische Leitfaehigkeit;;357.8;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;40;;Sauerstoff;;0;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;40;;Wassertemperatur;;3.8;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;45;;Elektrische Leitfaehigkeit;;362.2;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;45;;Sauerstoff;;0;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;45;;Wassertemperatur;;3.6;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;5;;Elektrische Leitfaehigkeit;;269.4;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;5;;Sauerstoff;;12;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;08.08.1972;09:30:00;5;;Wassertemperatur;;19.2;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;0;;Elektrische Leitfaehigkeit;;286.2;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;0;;Sauerstoff;;9.7;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;0;;Secchi;;4.4;m;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;0;;Wassertemperatur;;13.8;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;10;;Elektrische Leitfaehigkeit;;286.2;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;10;;Sauerstoff;;9.6;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;10;;Wassertemperatur;;13.6;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;15;;Elektrische Leitfaehigkeit;;329.8;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;15;;Sauerstoff;;1.1;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;15;;Wassertemperatur;;7;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;20;;Elektrische Leitfaehigkeit;;336.5;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;20;;Sauerstoff;;0.1;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;20;;Wassertemperatur;;5.5;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;30;;Elektrische Leitfaehigkeit;;338.8;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;30;;Sauerstoff;;0;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;30;;Wassertemperatur;;4.6;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;40;;Elektrische Leitfaehigkeit;;353.3;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;40;;Sauerstoff;;0;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;40;;Wassertemperatur;;4.3;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;44;;Elektrische Leitfaehigkeit;;365.6;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;44;;Sauerstoff;;0;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;44;;Wassertemperatur;;4.1;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;5;;Elektrische Leitfaehigkeit;;286.2;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;5;;Sauerstoff;;9.6;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;03.10.1972;09:48:00;5;;Wassertemperatur;;13.6;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;0;;Elektrische Leitfaehigkeit;;329.8;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;0;;Sauerstoff;;9;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;0;;Secchi;;8.8;m;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;0;;Wassertemperatur;;2.9;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;10;;Elektrische Leitfaehigkeit;;329.8;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;10;;Sauerstoff;;8.9;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;10;;Wassertemperatur;;3;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;15;;Elektrische Leitfaehigkeit;;334.3;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;15;;Sauerstoff;;8.3;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;15;;Wassertemperatur;;3;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;20;;Elektrische Leitfaehigkeit;;330.9;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;20;;Sauerstoff;;3.6;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;20;;Wassertemperatur;;3.4;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;30;;Elektrische Leitfaehigkeit;;344.3;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;30;;Sauerstoff;;0.1;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;30;;Wassertemperatur;;4;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;40;;Elektrische Leitfaehigkeit;;358.9;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;40;;Sauerstoff;;0;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;40;;Wassertemperatur;;4.4;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;45;;Elektrische Leitfaehigkeit;;364.5;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;45;;Sauerstoff;;0;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;45;;Wassertemperatur;;4.4;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;5;;Elektrische Leitfaehigkeit;;329.8;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;5;;Sauerstoff;;8.8;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;26.02.1973;13:30:00;5;;Wassertemperatur;;2.8;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;0;;Elektrische Leitfaehigkeit;;315.3;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;0;;Sauerstoff;;8.8;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;0;;Secchi;;7;m;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;0;;Wassertemperatur;;3.3;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;10;;Elektrische Leitfaehigkeit;;315.3;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;10;;Sauerstoff;;8.6;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;10;;Wassertemperatur;;3.4;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;15;;Elektrische Leitfaehigkeit;;315.3;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;15;;Sauerstoff;;8.1;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;15;;Wassertemperatur;;3.6;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;20;;Elektrische Leitfaehigkeit;;315.3;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;20;;Sauerstoff;;7.8;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;20;;Wassertemperatur;;3.6;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;30;;Elektrische Leitfaehigkeit;;315.3;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;30;;Sauerstoff;;7.6;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;30;;Wassertemperatur;;3.7;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;40;;Elektrische Leitfaehigkeit;;322;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;40;;Sauerstoff;;0;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;40;;Wassertemperatur;;4.3;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;44;;Elektrische Leitfaehigkeit;;330.9;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;44;;Sauerstoff;;0;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;44;;Wassertemperatur;;4.7;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;5;;Elektrische Leitfaehigkeit;;315.3;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;5;;Sauerstoff;;8.5;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;12.03.1973;14:00:00;5;;Wassertemperatur;;3.3;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;0;;Elektrische Leitfaehigkeit;;336.5;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;0;;Sauerstoff;;8.1;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;0;;Secchi;;4.7;m;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;0;;Wassertemperatur;;4.7;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;10;;Elektrische Leitfaehigkeit;;336.5;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;10;;Sauerstoff;;7.8;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;10;;Wassertemperatur;;4.5;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;15;;Elektrische Leitfaehigkeit;;335.4;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;15;;Sauerstoff;;7.7;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;15;;Wassertemperatur;;4.5;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;20;;Elektrische Leitfaehigkeit;;335.4;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;20;;Sauerstoff;;7.3;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;20;;Wassertemperatur;;4.4;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;30;;Elektrische Leitfaehigkeit;;339.9;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;30;;Sauerstoff;;1.7;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;30;;Wassertemperatur;;4.2;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;40;;Elektrische Leitfaehigkeit;;358.9;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;40;;Sauerstoff;;0.2;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;40;;Wassertemperatur;;3.9;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;44;;Elektrische Leitfaehigkeit;;360;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;44;;Sauerstoff;;0;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;44;;Wassertemperatur;;4;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;5;;Elektrische Leitfaehigkeit;;336.5;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;5;;Sauerstoff;;7.9;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;09.04.1973;09:18:00;5;;Wassertemperatur;;4.7;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;07.05.1973;14:00:00;0;;Elektrische Leitfaehigkeit;;335.4;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;07.05.1973;14:00:00;0;;Sauerstoff;;18.1;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;07.05.1973;14:00:00;0;;Secchi;;2.2;m;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;07.05.1973;14:00:00;0;;Wassertemperatur;;12.6;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;07.05.1973;14:00:00;10;;Elektrische Leitfaehigkeit;;335.4;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;07.05.1973;14:00:00;10;;Sauerstoff;;7.6;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;07.05.1973;14:00:00;10;;Wassertemperatur;;5.7;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;07.05.1973;14:00:00;15;;Elektrische Leitfaehigkeit;;335.4;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;07.05.1973;14:00:00;15;;Sauerstoff;;6.7;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;07.05.1973;14:00:00;15;;Wassertemperatur;;5.3;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;07.05.1973;14:00:00;2.5;;Elektrische Leitfaehigkeit;;328.7;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;07.05.1973;14:00:00;2.5;;Sauerstoff;;17.5;mg/l;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;07.05.1973;14:00:00;2.5;;Wassertemperatur;;11.2;C;;;plausibel;Freigegeben_ validierte Daten;
1643;Hallwilersee - Tiefste Stelle;07.05.1973;14:00:00;20;;Elektrische Leitfaehigkeit;;333.2;uS/cm;;;plausibel;Freigegeben_ validierte Daten;
