"sampling_date","min_depth","Temp","Cond","O2"
2014-08-12,"309",NA,322,3.92
2014-08-28,"0",19.53,272,10.16
2014-08-28,"2.5",19.33,271,10.07
2014-08-28,"5",19.2,270,10
2014-08-28,"7.5",19.16,270,10.07
2014-08-28,"10",19.12,272,9.91
2014-08-28,"15",18.8,272,9.84
2014-08-28,"20",13.92,287,7.92
2014-08-28,"25",11.47,300,7.37
2014-08-28,"30",9.46,305,7.79
2014-08-28,"35",8.49,305,8.36
2014-08-28,"50",7.17,305,8.89
2014-08-28,"100",6.05,305,9.1
2014-08-28,"150",5.64,307,8.38
2014-08-28,"200",NA,311,7.64
2014-08-28,"250",5.35,313,6.65
2014-08-28,"275",5.33,317,5.46
2014-08-28,"290",5.32,317,5.31
2014-08-28,"300",5.32,316,4.91
2014-08-28,"305",5.32,319,3.72
2014-08-28,"309",NA,320,3.65
2014-09-08,"0",20.39,272,10.62
2014-09-08,"2.5",19.75,271,10.48
2014-09-08,"5",18.57,274,10.47
2014-09-08,"7.5",17.59,279,10.05
2014-09-08,"10",15.9,288,7.68
2014-09-08,"15",12.98,296,6.69
2014-09-08,"20",11.21,300,7.14
2014-09-08,"25",10.1,304,7.53
2014-09-08,"30",8.83,306,7.55
2014-09-08,"35",8.15,306,8.33
2014-09-08,"50",7.05,302,8.89
2014-09-08,"100",6.07,305,8.54
2014-09-08,"150",5.66,308,7.4
2014-09-08,"200",NA,309,7.3
2014-09-08,"250",5.34,312,6.42
2014-09-08,"275",5.32,314,5.7
2014-09-08,"290",5.31,315,4.92
2014-09-08,"300",5.32,318,3.75
2014-09-08,"305",5.33,318,3.57
2014-09-08,"309",NA,319,3.24
2014-09-24,"0",18.05,263,9.59
2014-09-24,"2.5",17.93,263,9.44
2014-09-24,"5",17.85,264,9.53
2014-09-24,"7.5",17.82,265,9.32
2014-09-24,"10",17.77,265,9.4
2014-09-24,"15",14.36,284,6.61
2014-09-24,"20",12.77,292,6.19
2014-09-24,"25",11.87,296,6.91
2014-09-24,"30",10.82,297,7.59
2014-09-24,"35",10.15,299,7.68
2014-09-24,"50",7.95,299,8.44
2014-09-24,"100",6.27,300,8.74
2014-09-24,"150",5.72,304,7.91
2014-09-24,"200",NA,305,7.25
2014-09-24,"250",5.37,307,6.47
2014-09-24,"275",5.33,309,5.4
2014-09-24,"290",5.33,310,4.64
2014-09-24,"300",5.33,311,3.77
2014-09-24,"305",5.33,313,3.05
2014-09-24,"309",NA,315,2.86
2014-10-08,"0",17.92,259,9.85
2014-10-08,"2.5",17.9,272,10
2014-10-08,"5",17.9,272,9.86
2014-10-08,"7.5",17.9,271,9.66
2014-10-08,"10",17.54,278,9.17
2014-10-08,"15",15.2,283,7.4
2014-10-08,"20",13.06,294,6.42
2014-10-08,"25",11.4,300,4.61
2014-10-08,"30",9.91,303,6.37
2014-10-08,"35",8.92,304,7.09
2014-10-08,"50",7.27,301,8.24
2014-10-08,"100",6.12,304,8.85
2014-10-08,"150",5.67,303,8.19
2014-10-08,"200",NA,307,7.34
2014-10-08,"250",5.36,309,6.25
2014-10-08,"275",5.33,312,5.31
2014-10-08,"290",5.32,315,4.04
2014-10-08,"300",5.33,316,3.29
2014-10-08,"305",5.33,316,3.38
2014-10-08,"309",NA,317,2.92
2014-10-20,"0",17.39,268,9.33
2014-10-20,"2.5",17.37,266,9.45
2014-10-20,"5",17.320353,268,9.4
2014-10-20,"7.5",17.225481,268,9.56
2014-10-20,"10",15.73,276,7.75
2014-10-20,"15",14.19,285,6.1
2014-10-20,"20",12.218549,291,5.71
2014-10-20,"25",10.607523,297,5.89
2014-10-20,"30",9.62,300,6.22
2014-10-20,"35",8.748684,300,7.23
2014-10-20,"50",7.29,300,8.08
2014-10-20,"100",6.19,302,8.87
2014-10-20,"150",5.669939,303,8.22
2014-10-20,"200",NA,306,7.34
2014-10-20,"250",5.3709593,309,6.13
2014-10-20,"275",5.3450804,311,5.43
2014-10-20,"290",5.33,313,4.73
2014-10-20,"300",5.3403997,315,4.07
2014-10-20,"305",5.34,316,3.75
2014-10-20,"309",NA,317,2.89
2014-11-05,"0",14.94,280,8.92
2014-11-05,"2.5",14.96,276,8.87
2014-11-05,"5",14.97,276,8.9
2014-11-05,"7.5",14.98,277,8.92
2014-11-05,"10",14.98,276,8.6
2014-11-05,"15",14.96,278,8.68
2014-11-05,"20",12.87,292,6.41
2014-11-05,"25",11.97,295,8.07
2014-11-05,"30",10.76,296,8.74
2014-11-05,"35",9.33,300,7.99
2014-11-05,"50",7.46,301,7.17
2014-11-05,"100",6.19,301,6.12
2014-11-05,"150",5.72,306,5.57
2014-11-05,"200",NA,308,4.95
2014-11-05,"250",5.37,309,6.55
2014-11-05,"275",5.34,312,6.54
2014-11-05,"290",5.32,313,6.7
2014-11-05,"300",5.33,315,4.07
2014-11-05,"305",5.34,316,3.41
2014-11-05,"309",NA,317,3.11
2014-11-24,"0",12.31,278,9.22
2014-11-24,"2.5",12.23,278,9.28
2014-11-24,"5",12.2,279,9.22
2014-11-24,"7.5",12.19,279,9.23
2014-11-24,"10",12.1,280,8.76
2014-11-24,"15",10.95,294,5.66
2014-11-24,"20",10.11,297,6.74
2014-11-24,"25",9.15,299,7.27
2014-11-24,"30",8.64,300,6.89
2014-11-24,"35",8.23,300,8.04
2014-11-24,"50",7.14,299,8.16
2014-11-24,"100",6.16,299,8.53
2014-11-24,"150",5.69,301,5.44
2014-11-24,"200",NA,305,7.45
2014-11-24,"250",5.38,307,5.99
2014-11-24,"275",5.33,309,5.48
2014-11-24,"290",5.33,310,4.98
2014-11-24,"300",5.33,312,4.12
2014-11-24,"305",5.34,310,5.04
2014-11-24,"309",NA,316,2.56
2014-12-15,"0",10.45,290,9.45
2014-12-15,"2.5",10.44,287,9.33
2014-12-15,"5",10.44,289,9.2
2014-12-15,"7.5",10.44,290,9.23
2014-12-15,"10",10.44,291,9.29
2014-12-15,"15",10.44,291,9.24
2014-12-15,"20",10.43,289,9.43
2014-12-15,"25",10.35,292,8.98
2014-12-15,"30",10.28,293,8.93
2014-12-15,"35",10.21,295,8.98
2014-12-15,"50",9.5,300,8.82
2014-12-15,"100",6.3,305,7.95
2014-12-15,"150",5.87,306,8.19
2014-12-15,"200",NA,309,7.4
2014-12-15,"250",5.37,313,4.7
2014-12-15,"275",5.36,316,5.95
2014-12-15,"290",5.35,317,4.53
2014-12-15,"300",5.35,319,3.97
2014-12-15,"305",5.35,319,3.88
2014-12-15,"309",NA,321,2.901822
2015-01-27,"0",7.54,289,9.93
2015-01-27,"2.5",7.55,286,9.96
2015-01-27,"5",7.55,291,10.35
2015-01-27,"7.5",7.55,294,10.14
2015-01-27,"10",7.54,293,10.14
2015-01-27,"15",7.53,295,9.77
2015-01-27,"20",7.53,294,10.19
2015-01-27,"25",7.53,296,10.18
2015-01-27,"30",7.53,296,10.13
2015-01-27,"35",7.53,297,10.14
2015-01-27,"50",7.52,297,10.08
2015-01-27,"100",6.33,304,8.59
2015-01-27,"150",5.8,308,8.04
2015-01-27,"200",5.51,309,7.31
2015-01-27,"250",5.39,314,5.98
2015-01-27,"275",5.36,315,5.4
2015-01-27,"290",5.35,315,4.59
2015-01-27,"300",5.35,317,4.09
2015-01-27,"305",5.35,317,3.66
2015-02-19,"0",6.37,307,10.27
2015-02-19,"2.5",6.39,304,10.22
2015-02-19,"5",6.38,304,10.13
2015-02-19,"7.5",6.39,305,10.15
2015-02-19,"10",6.39,305,10.18
2015-02-19,"15",6.39,308,10
2015-02-19,"20",6.39,309,9.98
2015-02-19,"25",6.39,308,9.97
2015-02-19,"30",6.39,307,9.9
2015-02-19,"35",6.39,307,9.95
2015-02-19,"50",6.39,308,9.97
2015-02-19,"100",6.38,308,10.03
2015-02-19,"150",6.03,313,8.2
2015-02-19,"200",5.62,315,7.37
2015-02-19,"250",5.41,317,6.11
2015-02-19,"275",5.38,319,5.16
2015-02-19,"290",5.37,322,4.62
2015-02-19,"300",5.36,324,3.92
2015-02-19,"305",5.36,323,4.34
2015-02-19,"309",5.36,325,3.94
2015-03-09,"0",7.7,306,10.74
2015-03-09,"2.5",6.86,307,10.77
2015-03-09,"5",6.52,307,10.68
2015-03-09,"7.5",6.45,306,10.61
2015-03-09,"10",6.42,306,10.64
2015-03-09,"15",6.38,307,10.56
2015-03-09,"20",6.37,307,10.58
2015-03-09,"25",6.37,307,10.36
2015-03-09,"30",6.36,307,10.48
2015-03-09,"35",6.36,307,10.24
2015-03-09,"50",6.35,306,10.29
2015-03-09,"100",6.34,308,10.42
2015-03-09,"150",5.98,312,8.34
2015-03-09,"200",5.62,315,7.54
2015-03-09,"250",5.43,320,6.31
2015-03-09,"275",5.38,321,5.79
2015-03-09,"290",5.37,322,4.8
2015-03-09,"300",5.37,324,4.23
2015-03-09,"305",5.37,324,4
2015-03-09,"309",5.37,326,3.95
2015-03-23,"0",7.5,310,11.14
2015-03-23,"2.5",6.92,308,11.1
2015-03-23,"5",6.88,308,11.1
2015-03-23,"7.5",6.86,308,11.13
2015-03-23,"10",6.84,308,11.07
2015-03-23,"15",6.83,308,11.06
2015-03-23,"20",6.72,312,10.97
2015-03-23,"25",6.63,309,10.87
2015-03-23,"30",6.59,308,9.8
2015-03-23,"35",6.47,307,10.25
2015-03-23,"50",6.34,308,10.53
2015-03-23,"100",6.26,309,10.63
2015-03-23,"150",6.04,313,8.69
2015-03-23,"200",5.58,317,7.48
2015-03-23,"250",5.44,320,6.51
2015-03-23,"275",5.4,322,5.33
2015-03-23,"290",5.38,324,4.55
2015-03-23,"300",5.37,325,4.05
2015-03-23,"305",5.37,325,3.89
2015-03-23,"309",5.37,325,3.72
2015-04-13,"0",11.3,298,13.04
2015-04-13,"2.5",8.64,296,12.95
2015-04-13,"5",7.87,292,12.72
2015-04-13,"7.5",7.36,293,12.07
2015-04-13,"10",7.21,299,11.78
2015-04-13,"15",7.06,301,11.88
2015-04-13,"20",7,301,11.32
2015-04-13,"25",6.92,301,10.98
2015-04-13,"30",6.9,302,10.52
2015-04-13,"35",6.86,302,10.7
2015-04-13,"50",6.78,302,11.24
2015-04-13,"100",6.52,303,10.54
2015-04-13,"150",5.92,307,8.8
2015-04-13,"200",5.62,312,7.13
2015-04-13,"250",5.42,315,6.29
2015-04-13,"275",5.39,317,6.71
2015-04-13,"290",5.38,319,3.84
2015-04-13,"300",5.38,324,4.35
2015-04-13,"305",5.38,319,4.43
2015-04-13,"309",5.38,320,4.16
2015-04-29,"0",11.9,287,12.19
2015-04-29,"2.5",11.38,286,12.27
2015-04-29,"5",11.12,286,12.34
2015-04-29,"7.5",8.63,287,12.34
2015-04-29,"10",7.67,290,12.55
2015-04-29,"15",7.18,292,11.96
2015-04-29,"20",6.99,298,11.05
2015-04-29,"25",6.93,291,10.57
2015-04-29,"30",6.91,290,10.59
2015-04-29,"35",6.87,290,10.55
2015-04-29,"50",6.77,290,10.51
2015-04-29,"100",6.33,291,10.02
2015-04-29,"150",6.04,295,7.98
2015-04-29,"200",5.64,301,6.85
2015-04-29,"250",5.43,302,5.92
2015-04-29,"275",5.4,303,5.01
2015-04-29,"290",5.38,304,4.69
2015-04-29,"300",5.38,305,4.47
2015-04-29,"305",5.38,307,4.26
2015-04-29,"309",5.38,309,4.01
2015-05-11,"0",15.84,303,12.46
2015-05-11,"2.5",13.41,306,13.51
2015-05-11,"5",11.38,309,12.9
2015-05-11,"7.5",10.1,312,11.83
2015-05-11,"10",9.63,314,11.6
2015-05-11,"15",8.21,315,10.58
2015-05-11,"20",7.77,316,10.39
2015-05-11,"25",7.33,316,10.28
2015-05-11,"30",7.04,316,10.17
2015-05-11,"35",6.94,315,10.12
2015-05-11,"50",6.73,316,10.18
2015-05-11,"100",6.25,315,9.62
2015-05-11,"150",5.98,319,8.14
2015-05-11,"200",5.58,322,6.95
2015-05-11,"250",5.44,325,5.94
2015-05-11,"275",5.41,326,5.24
2015-05-11,"290",5.39,328,4.79
2015-05-11,"300",5.38,328,4.63
2015-05-11,"305",5.38,329,4.2
2015-05-11,"309",5.38,331,4.01
2015-05-28,"0",13.72,306,11
2015-05-28,"2.5",13.43,306,11.09
2015-05-28,"5",13.14,306,11.08
2015-05-28,"7.5",12.82,311,10.8
2015-05-28,"10",11.69,306,10.6
2015-05-28,"15",9.52,312,10.29
2015-05-28,"20",8.51,311,10.12
2015-05-28,"25",8.03,314,9.9
2015-05-28,"30",7.53,313,9.76
2015-05-28,"35",7.26,314,9.75
2015-05-28,"50",6.8,313,9.86
2015-05-28,"100",6.31,313,9.88
2015-05-28,"150",5.96,316,8.39
2015-05-28,"200",5.65,320,6.99
2015-05-28,"250",5.46,324,6.09
2015-05-28,"275",5.41,326,5.16
2015-05-28,"290",5.4,326,4.96
2015-05-28,"300",5.39,328,4.45
2015-05-28,"305",5.39,329,4.11
2015-05-28,"309",5.39,329,4.16
2015-06-18,"0",18,297,10.96
2015-06-18,"2.5",17.37,296,10.45
2015-06-18,"5",16.74,300,11.23
2015-06-18,"7.5",16.47,296,10.65
2015-06-18,"10",15,298,10.74
2015-06-18,"15",9.29,296,11.17
2015-06-18,"20",8.26,305,9.35
2015-06-18,"25",7.67,318,9.86
2015-06-18,"30",7.06,315,9.89
2015-06-18,"35",6.9,317,9.46
2015-06-18,"50",6.69,315,10.33
2015-06-18,"100",6.34,317,10.41
2015-06-18,"150",5.97,318,8.97
2015-06-18,"200",5.64,322,7.35
2015-06-18,"250",5.45,324,6.44
2015-06-18,"275",5.42,327,6.19
2015-06-18,"290",5.4,329,5.41
2015-06-18,"300",5.4,330,4.82
2015-06-18,"305",5.4,330,4.92
2015-06-18,"309",5.4,329,4.98
2015-06-29,"0",21.86,291,10.24
2015-06-29,"2.5",20.94,290,10.04
2015-06-29,"5",18.59,291,10.89
2015-06-29,"7.5",15.04,290,12.42
2015-06-29,"10",12.94,292,12.72
2015-06-29,"15",10.42,302,9.59
2015-06-29,"20",9.04,308,8.7
2015-06-29,"25",8.43,312,8.84
2015-06-29,"30",7.84,313,8.68
2015-06-29,"35",7.29,314,9.11
2015-06-29,"50",6.8,312,9.54
2015-06-29,"100",6.3,313,9.78
2015-06-29,"150",5.94,316,NA
2015-06-29,"200",5.62,321,7.23
2015-06-29,"250",5.44,324,6.33
2015-06-29,"275",5.42,325,5.5
2015-06-29,"290",5.4,326,4.95
2015-06-29,"300",5.4,328,4.66
2015-06-29,"305",5.4,330,4.76
2015-06-29,"309",5.4,330,4.16
2015-07-16,"0",24.83,289,9.64
2015-07-16,"2.5",24.36,287,9.3
2015-07-16,"5",24.18,287,9.64
2015-07-16,"7.5",21.68,282,11.52
2015-07-16,"10",19.09,278,13.94
2015-07-16,"15",12.49,296,11.33
2015-07-16,"20",9.87,305,8.16
2015-07-16,"25",8.54,314,8.19
2015-07-16,"30",7.85,314,8.01
2015-07-16,"35",7.34,313,8.75
2015-07-16,"50",6.77,313,9.29
2015-07-16,"100",6.31,315,9.47
2015-07-16,"150",5.95,319,7.99
2015-07-16,"200",5.64,322,7.2
2015-07-16,"250",5.45,325,6
2015-07-16,"275",5.43,328,5.92
2015-07-16,"290",5.41,329,5.12
2015-07-16,"300",5.4,330,4.64
2015-07-16,"305",5.41,331,3.76
2015-07-16,"309",5.41,331,4.39
2015-08-05,"0",22.47,282,9.76
2015-08-05,"2.5",22.25,282,9.9
2015-08-05,"5",21.44,281,10.54
2015-08-05,"7.5",20.91,280,10.36
2015-08-05,"10",20.04,281,10.16
2015-08-05,"15",13.63,278,11.28
2015-08-05,"20",10.06,298,8.06
2015-08-05,"25",8.82,308,7.62
2015-08-05,"30",8.06,308,8.11
2015-08-05,"35",7.57,309,8.29
2015-08-05,"50",6.82,308,9.22
2015-08-05,"100",6.28,309,10.06
2015-08-05,"150",5.98,314,8.74
2015-08-05,"200",5.65,316,7.25
2015-08-05,"250",5.47,319,6.18
2015-08-05,"275",5.43,321,5.9
2015-08-05,"290",5.4,321,5.76
2015-08-05,"300",5.41,321,5.48
2015-08-05,"305",5.41,325,4.86
2015-08-05,"309",5.41,324,5.43
2015-08-18,"0",21.68,273,10.17
2015-08-18,"2.5",21.68,271,10.13
2015-08-18,"5",21.67,272,10.2
2015-08-18,"7.5",21.66,272,10.25
2015-08-18,"10",21.55,273,10.34
2015-08-18,"15",14.42,284,11.01
2015-08-18,"20",11.79,300,7.83
2015-08-18,"25",10.35,315,7.36
2015-08-18,"30",7.91,317,7.51
2015-08-18,"35",7.31,314,7.91
2015-08-18,"50",6.73,313,9.23
2015-08-18,"100",6.36,313,9.96
2015-08-18,"150",6.01,316,8.58
2015-08-18,"200",5.68,319,7.51
2015-08-18,"250",5.48,322,6.47
2015-08-18,"275",5.45,323,5.47
2015-08-18,"290",5.43,326,5.3
2015-08-18,"300",5.41,327,4.84
2015-08-18,"305",5.41,330,3.9
2015-08-18,"309",5.41,330,3.53
2015-09-09,"0",19.93,262,9.55
2015-09-09,"2.5",19.55,261,9.71
2015-09-09,"5",19.44,261,9.85
2015-09-09,"7.5",19.37,264,9.86
2015-09-09,"10",18.73,272,9.81
2015-09-09,"15",13.63,289,7.56
2015-09-09,"20",10.75,300,6.61
2015-09-09,"25",9.1,312,6.63
2015-09-09,"30",8.33,311,6.63
2015-09-09,"35",8.03,310,7.89
2015-09-09,"50",6.83,308,8.92
2015-09-09,"100",6.39,308,9.88
2015-09-09,"150",6.01,311,8.52
2015-09-09,"200",5.69,316,7.4
2015-09-09,"275",5.44,320,5.73
2015-09-09,"290",5.44,321,5.33
2015-09-09,"300",5.42,324,4
2015-09-09,"309",5.42,325,3.24
2015-10-05,"0",15.66,278,10.07
2015-10-05,"2.5",15.61,279,10.42
2015-10-05,"5",15.47,278,10.19
2015-10-05,"7.5",15.42,278,10.38
2015-10-05,"10",15.4,279,9.98
2015-10-05,"15",14.28,294,7.32
2015-10-05,"20",11.11,310,5.73
2015-10-05,"25",9.91,316,6.55
2015-10-05,"30",8.93,317,6.4
2015-10-05,"35",7.99,314,7.64
2015-10-05,"50",7.04,315,8.68
2015-10-05,"100",6.36,314,9.78
2015-10-05,"150",5.99,318,8.53
2015-10-05,"200",5.67,321,7.14
2015-10-05,"250",5.5,324,6.08
2015-10-05,"275",5.45,326,5.72
2015-10-05,"290",5.43,328,4.93
2015-10-05,"300",5.42,331,3.22
2015-10-05,"305",5.42,331,3.1
2015-10-05,"309",5.42,331,3.83
2015-10-26,"0",NA,273,9.7
2015-10-26,"2.5",NA,287,9.68
2015-10-26,"5",NA,284,9.67
2015-10-26,"7.5",NA,286,9.9
2015-10-26,"10",NA,288,9.1
2015-10-26,"15",NA,310,6.19
2015-10-26,"20",NA,312,6.28
2015-10-26,"25",NA,315,5.85
2015-10-26,"30",NA,317,6.15
2015-10-26,"35",NA,316,6.63
2015-10-26,"50",NA,315,7.91
2015-10-26,"100",NA,316,9.14
2015-10-26,"150",NA,318,7.92
2015-10-26,"200",NA,321,6.81
2015-10-26,"250",NA,324,5.65
2015-10-26,"275",NA,330,5.3
2015-10-26,"290",NA,329,4.61
2015-10-26,"300",NA,330,2.79
2015-10-26,"305",NA,330,2.9
2015-10-26,"309",NA,332,2.45
2015-10-27,"309",NA,319,3.14
2015-11-16,"0",NA,278,10.34
2015-11-16,"2.5",NA,281,10.6
2015-11-16,"5",NA,280,10.29
2015-11-16,"7.5",NA,286,10.1
2015-11-16,"10",NA,282,9.43
2015-11-16,"15",NA,294,7.56
2015-11-16,"20",NA,304,5.58
2015-11-16,"25",NA,322,6.13
2015-11-16,"30",NA,317,6.19
2015-11-16,"35",NA,315,7.1
2015-11-16,"50",NA,310,8.06
2015-11-16,"100",NA,311,8.89
2015-11-16,"150",NA,316,7.69
2015-11-16,"200",NA,318,6.84
2015-11-16,"250",NA,322,5.49
2015-11-16,"275",NA,323,4.76
2015-11-16,"290",NA,326,3.86
2015-11-16,"300",NA,327,2.99
2015-11-16,"305",NA,327,2.73
2015-11-16,"309",NA,328,2.31
2015-12-02,"0",NA,286,9.45
2015-12-02,"2.5",NA,286,9.42
2015-12-02,"5",NA,286,9.47
2015-12-02,"7.5",NA,287,9.45
2015-12-02,"10",NA,288,9.43
2015-12-02,"15",NA,287,9.4
2015-12-02,"20",NA,292,9.44
2015-12-02,"25",NA,288,9.45
2015-12-02,"30",NA,289,9.33
2015-12-02,"35",NA,291,9.33
2015-12-02,"50",NA,300,7.58
2015-12-02,"100",NA,312,8.74
2015-12-02,"150",NA,313,8.15
2015-12-02,"200",NA,319,6.96
2015-12-02,"250",NA,321,5.56
2015-12-02,"275",NA,326,4.73
2015-12-02,"290",NA,325,4.11
2015-12-02,"300",NA,327,2.78
2015-12-02,"305",NA,328,2.69
2015-12-02,"309",NA,332,2.67
2015-12-17,"0",NA,290,NA
2015-12-17,"2.5",NA,287,NA
2015-12-17,"5",NA,298,9.69
2015-12-17,"7.5",NA,299,9.67
2015-12-17,"10",NA,294,9.68
2015-12-17,"15",NA,295,9.71
2015-12-17,"20",NA,296,9.64
2015-12-17,"25",NA,296,9.47
2015-12-17,"30",NA,296,9.39
2015-12-17,"35",NA,295,8.57
2015-12-17,"50",NA,308,7.34
2015-12-17,"100",NA,309,8.73
2015-12-17,"150",NA,311,6.89
2015-12-17,"200",NA,315,7.71
2015-12-17,"250",NA,314,5.43
2015-12-17,"275",NA,320,4.54
2015-12-17,"290",NA,323,3.85
2015-12-17,"300",NA,326,2.57
2015-12-17,"305",NA,326,2.5
2015-12-17,"309",NA,327,2.29
2016-01-20,"0",7.75,313,9.86
2016-01-20,"2.5",7.76,298,9.86
2016-01-20,"5",7.76,298,9.87
2016-01-20,"7.5",7.74,300,9.85
2016-01-20,"10",7.71,303,9.84
2016-01-20,"15",7.69,299,9.82
2016-01-20,"20",7.67,299,9.85
2016-01-20,"25",7.66,299,9.87
2016-01-20,"30",7.66,304,9.81
2016-01-20,"35",7.65,299,9.86
2016-01-20,"50",7.6,301,9.68
2016-01-20,"100",6.73,312,8.59
2016-01-20,"150",6.04,314,8.02
2016-01-20,"200",5.72,319,6.71
2016-01-20,"250",5.5,322,5.31
2016-01-20,"275",5.48,323,4.65
2016-01-20,"290",5.45,328,4.12
2016-01-20,"300",5.45,327,2.99
2016-01-20,"305",5.45,327,2.92
2016-01-20,"309",NA,327,2.93
2016-03-01,"0",7.48,298,10.57
2016-03-01,"0",NA,310,11.03
2016-03-01,"2.5",7.22,302,10.38
2016-03-01,"5",7.04,303,10.52
2016-03-01,"7.5",7.02,304,10.71
2016-03-01,"10",7.01,304,10.3
2016-03-01,"15",7,305,10.37
2016-03-01,"20",6.99,305,10.36
2016-03-01,"25",6.97,304,10.27
2016-03-01,"30",6.97,305,10.31
2016-03-01,"35",6.95,305,10.45
2016-03-01,"50",6.93,306,10.26
2016-03-01,"100",6.67,311,9.03
2016-03-01,"150",6.07,317,7.95
2016-03-01,"200",5.7,318,6.7
2016-03-01,"250",5.54,321,5.37
2016-03-01,"275",5.48,322,4.48
2016-03-01,"290",5.47,325,3.87
2016-03-01,"300",5.47,326,3.87
2016-03-01,"305",5.47,328,3.59
2016-03-01,"309",NA,327,3.63
2016-03-15,"0",7.14,302,10.61
2016-03-15,"2.5",6.97,303,10.53
2016-03-15,"5",6.93,303,10.49
2016-03-15,"7.5",6.92,304,10.77
2016-03-15,"10",6.9,304,10.55
2016-03-15,"15",6.89,304,10.52
2016-03-15,"20",6.87,305,10.5
2016-03-15,"25",6.85,304,10.44
2016-03-15,"30",6.84,305,10.54
2016-03-15,"35",6.84,305,10.47
2016-03-15,"50",6.83,305,10.45
2016-03-15,"100",6.55,311,8.75
2016-03-15,"150",5.98,315,7.32
2016-03-15,"200",5.71,318,6.35
2016-03-15,"250",5.53,320,5.62
2016-03-15,"275",5.48,322,4.53
2016-03-15,"290",5.47,324,4.1
2016-03-15,"300",5.47,325,3.9
2016-03-15,"305",5.47,324,3.41
2016-03-15,"309",NA,327,3.37
2016-04-04,"0",8.83,287,11.41
2016-04-04,"2.5",8.43,298,11.42
2016-04-04,"5",7.84,300,11.34
2016-04-04,"7.5",7.68,300,11.32
2016-04-04,"10",7.55,301,11.21
2016-04-04,"15",7.34,301,10.99
2016-04-04,"20",7.14,303,10.84
2016-04-04,"25",7.12,303,10.68
2016-04-04,"30",7.08,304,10.63
2016-04-04,"35",7.02,304,10.49
2016-04-04,"50",6.89,305,10.31
2016-04-04,"100",6.2,312,8.16
2016-04-04,"150",5.87,316,6.89
2016-04-04,"200",5.65,320,6.04
2016-04-04,"250",5.53,321,4.74
2016-04-04,"275",5.49,323,4.21
2016-04-04,"290",5.48,324,3.64
2016-04-04,"300",5.48,325,3.48
2016-04-04,"305",5.43,326,3.4
2016-04-04,"309",NA,326,3.45
2016-04-21,"0",12.55,301,11.59
2016-04-21,"2.5",10.21,304,11.77
2016-04-21,"5",9.63,308,11.75
2016-04-21,"7.5",9.22,308,11.75
2016-04-21,"10",8.94,310,11.52
2016-04-21,"15",8.61,310,11.4
2016-04-21,"20",7.56,308,11.32
2016-04-21,"25",7.2,310,10.49
2016-04-21,"30",7.07,308,10.47
2016-04-21,"35",7,308,10.28
2016-04-21,"50",6.91,308,10.27
2016-04-21,"100",6.37,315,8.38
2016-04-21,"150",5.91,320,7.27
2016-04-21,"200",5.66,322,6.15
2016-04-21,"250",5.52,324,5.28
2016-04-21,"275",5.49,326,4.84
2016-04-21,"290",5.49,328,4.08
2016-04-21,"300",5.49,330,3.69
2016-04-21,"305",5.49,329,3.42
2016-04-21,"309",NA,331,3.43
2016-05-09,"0",15.07,300,11.93
2016-05-09,"0",NA,316,11.61
2016-05-09,"2.5",13.59,305,12.77
2016-05-09,"5",10.04,305,12.74
2016-05-09,"7.5",9.31,306,12.63
2016-05-09,"10",8.33,308,12.41
2016-05-09,"15",7.66,308,11.63
2016-05-09,"20",7.53,312,10.58
2016-05-09,"25",7.37,309,8.76
2016-05-09,"30",7.26,310,8.35
2016-05-09,"35",7.17,309,8.76
2016-05-09,"50",6.96,308,10.22
2016-05-09,"100",6.58,314,9.19
2016-05-09,"150",6.1,316,9.17
2016-05-09,"200",5.83,321,6.64
2016-05-09,"250",5.58,324,5.78
2016-05-09,"275",5.53,324,5.01
2016-05-09,"290",5.5,327,4.51
2016-05-09,"300",5.5,328,4.08
2016-05-09,"305",5.49,329,3.86
2016-05-09,"309",5.49,329,3.74
2016-05-24,"0",13.51,299,11.83
2016-05-24,"2.5",13.16,298,11.98
2016-05-24,"5",12.71,301,11.82
2016-05-24,"7.5",12.46,301,11.81
2016-05-24,"10",12,300,11.7
2016-05-24,"15",11.41,305,11.34
2016-05-24,"20",11.04,306,11.28
2016-05-24,"25",8.3,309,9.78
2016-05-24,"30",7.89,308,9.84
2016-05-24,"35",7.61,308,9.58
2016-05-24,"50",7.07,306,9.78
2016-05-24,"100",6.59,307,9.46
2016-05-24,"150",6.05,312,7.7
2016-05-24,"200",5.68,315,6.7
2016-05-24,"250",5.55,318,5.58
2016-05-24,"275",5.52,320,4.74
2016-05-24,"290",5.5,323,4.12
2016-05-24,"300",5.5,323,3.76
2016-05-24,"305",5.5,323,3.58
2016-05-24,"309",NA,324,3.83
2016-06-06,"0",16.63,293,11.36
2016-06-06,"2.5",15.76,294,11.91
2016-06-06,"5",14.46,295,11.82
2016-06-06,"7.5",14.16,298,11.72
2016-06-06,"10",13.8,298,11.54
2016-06-06,"15",12.13,304,11.11
2016-06-06,"20",10.41,306,10.51
2016-06-06,"25",9.34,308,9.88
2016-06-06,"30",8.14,308,9.48
2016-06-06,"35",7.5,309,9.16
2016-06-06,"50",7.01,307,9.69
2016-06-06,"100",6.66,309,9.38
2016-06-06,"150",6.12,314,7.83
2016-06-06,"200",5.75,316,6.67
2016-06-06,"250",5.56,320,5.38
2016-06-06,"275",5.51,322,4.52
