Site,Date,Secchi depth [m]
Figino,25.04.1985,2.5
Figino,09.05.1985,2.4
Figino,23.05.1985,1.5
Figino,05.06.1985,2.2
Figino,20.06.1985,1.2
Figino,04.07.1985,3.4
Figino,18.07.1985,2.9
Figino,31.07.1985,2.1
Figino,14.08.1985,1.6
Figino,29.08.1985,2.1
Figino,19.09.1985,1.7
Figino,26.09.1985,1.8
Figino,10.10.1985,1.7
Figino,24.10.1985,2.2
Figino,07.11.1985,2.4
Figino,21.11.1985,3.7
Figino,12.12.1985,4.1
Figino,16.01.1986,6
Figino,20.02.1986,6.6
Figino,13.03.1986,5.3
Figino,27.03.1986,3.4
Figino,10.04.1986,2.2
Figino,25.04.1986,1.9
Figino,08.05.1986,1.7
Figino,22.05.1986,1.8
Figino,05.06.1986,3.2
Figino,19.06.1986,1.4
Figino,03.07.1986,1.3
Figino,17.07.1986,1.4
Figino,31.07.1986,1.9
Figino,14.08.1986,2.1
Figino,28.08.1986,1.9
Figino,11.09.1986,1.6
Figino,25.09.1986,1.7
Figino,09.10.1986,2.1
Figino,23.10.1986,1.9
Figino,06.11.1986,3.7
Figino,20.11.1986,4.5
Figino,15.12.1986,6.5
Figino,29.01.1987,7.2
Figino,26.02.1987,5.5
Figino,26.03.1987,3.5
Figino,23.04.1987,3.3
Figino,21.05.1987,2.8
Figino,30.06.1987,1.5
Figino,23.07.1987,1.1
Figino,01.09.1987,1.7
Figino,23.09.1987,2.1
Figino,22.10.1987,3.8
Figino,19.11.1987,4.3
Figino,17.12.1987,5.7
Figino,28.01.1988,6.1
Figino,25.02.1988,6.3
Figino,25.03.1988,3.5
Figino,21.04.1988,2
Figino,23.06.1988,1.2
Figino,21.07.1988,1.9
Figino,25.08.1988,1.8
Figino,22.09.1988,2.1
Figino,20.10.1988,2.9
Figino,17.11.1988,3.2
Figino,15.12.1988,4.8
Figino,19.01.1989,6
Figino,16.02.1989,6.5
Figino,15.03.1989,4.5
Figino,13.04.1989,3.4
Figino,11.05.1989,2.3
Figino,07.06.1989,4.2
Figino,13.07.1989,6
Figino,10.08.1989,2.6
Figino,13.09.1989,4.6
Figino,12.10.1989,5.7
Figino,07.11.1989,5.7
Figino,14.12.1989,10.5
Figino,18.01.1990,10.6
Figino,22.02.1990,5.4
Figino,22.03.1990,1.7
Figino,19.04.1990,2.5
Figino,17.05.1990,4.6
Figino,21.06.1990,3.5
Figino,19.07.1990,2.5
Figino,30.08.1990,4.8
Figino,20.09.1990,3.9
Figino,25.10.1990,6
Figino,15.11.1990,6.4
Figino,13.12.1990,7.8
Figino,24.01.1991,5.6
Figino,26.02.1991,7
Figino,28.03.1991,3.1
Figino,29.04.1991,0.6
Figino,16.05.1991,8.8
Figino,13.06.1991,4.2
Figino,18.07.1991,3.8
Figino,22.08.1991,2.2
Figino,24.09.1991,4.7
Figino,24.10.1991,6.3
Figino,20.11.1991,7.3
Figino,19.12.1991,6.6
Figino,02.03.1992,5.3
Figino,10.03.1992,3.2
Figino,26.03.1992,4.7
Figino,14.04.1992,1.8
Figino,29.04.1992,2.8
Figino,14.05.1992,5.6
Figino,26.05.1992,11.6
Figino,23.06.1992,3.1
Figino,23.07.1992,2.9
Figino,12.08.1992,3.7
Figino,19.08.1992,2.8
Figino,23.09.1992,2.4
Figino,21.10.1992,3.5
Figino,20.11.1992,3.4
Figino,16.12.1992,4
Figino,27.01.1993,5
Figino,17.02.1993,5
Figino,17.03.1993,3.3
Figino,29.03.1993,4.7
Figino,15.04.1993,2.1
Figino,28.04.1993,2.4
Figino,17.05.1993,4.6
Figino,08.06.1993,6.2
Figino,22.06.1993,5.2
Figino,15.07.1993,2.5
Figino,26.07.1993,2.2
Figino,12.08.1993,2.2
Figino,23.09.1993,2.8
Figino,26.10.1993,6.8
Figino,23.11.1993,6.8
Figino,16.12.1993,5.8
Figino,20.01.1994,7.8
Figino,15.02.1994,6.7
Figino,08.03.1994,5.4
Figino,24.03.1994,2.1
Figino,05.04.1994,3.8
Figino,21.04.1994,2.7
Figino,03.05.1994,6.3
Figino,19.05.1994,7.1
Figino,07.06.1994,4.2
Figino,23.06.1994,6.2
Figino,20.07.1994,4.6
Figino,04.08.1994,2.4
Figino,25.08.1994,2.9
Figino,22.09.1994,3.1
Figino,20.10.1994,2.8
Figino,24.11.1994,9.4
Figino,22.12.1994,8
Figino,19.01.1995,5.6
Figino,16.02.1995,5.3
Figino,07.03.1995,5
Figino,23.03.1995,4.1
Figino,04.04.1995,5.8
Figino,20.04.1995,2.5
Figino,04.05.1995,2.6
Figino,30.05.1995,5.1
Figino,07.06.1995,2.6
Figino,22.06.1995,5.1
Figino,04.07.1995,3.8
Figino,20.07.1995,4.8
Figino,08.08.1995,3.3
Figino,24.08.1995,2.4
Figino,21.09.1995,4
Figino,19.10.1995,3.1
Figino,23.11.1995,4.7
Figino,21.12.1995,4.8
Figino,25.01.1996,5.2
Figino,22.02.1996,5.5
Figino,06.03.1996,7.5
Figino,27.03.1996,4.2
Figino,09.04.1996,2.8
Figino,25.04.1996,2.4
Figino,07.05.1996,2.1
Figino,23.05.1996,2.4
Figino,05.06.1996,2.6
Figino,20.06.1996,2.2
Figino,12.07.1996,2.6
Figino,22.07.1996,3.3
Figino,08.08.1996,6.3
Figino,27.08.1996,4.7
Figino,11.09.1996,5.8
Figino,24.09.1996,4.8
Figino,08.10.1996,5.3
Figino,23.10.1996,5.6
Figino,05.11.1996,4.5
Figino,26.11.1996,5
Figino,11.12.1996,6.5
Figino,17.12.1996,4.9
Figino,08.01.1997,8.1
Figino,28.01.1997,6.1
Figino,18.02.1997,6
Figino,25.02.1997,4.9
Figino,11.03.1997,2.9
Figino,25.03.1997,3
Figino,08.04.1997,3.1
Figino,21.04.1997,4.6
Figino,05.05.1997,8
Figino,20.05.1997,5.3
Figino,18.06.1997,4
Figino,01.07.1997,4.1
Figino,15.07.1997,3.8
Figino,05.08.1997,3.8
Figino,27.08.1997,2.3
Figino,09.09.1997,4
Figino,23.09.1997,3.1
Figino,08.10.1997,2.9
Figino,21.10.1997,3
Figino,04.11.1997,4.7
Figino,17.11.1997,4.8
Figino,02.12.1997,5.2
Figino,16.12.1997,7
Figino,13.01.1998,7.7
Figino,27.01.1998,5.6
Figino,10.02.1998,7.7
Figino,23.02.1998,4.4
Figino,11.03.1998,4
Figino,23.03.1998,5
Figino,07.04.1998,2.6
Figino,21.04.1998,3.8
Figino,05.05.1998,3.4
Figino,19.05.1998,4.5
Figino,02.06.1998,8.8
Figino,16.06.1998,5.1
Figino,01.07.1998,5.1
Figino,23.07.1998,3.4
Figino,11.08.1998,2.1
Figino,24.08.1998,1.7
Figino,08.09.1998,2.6
Figino,22.09.1998,2.9
Figino,07.10.1998,5.8
Figino,27.10.1998,5.1
Figino,04.11.1998,4.4
Figino,18.11.1998,4.6
Figino,09.12.1998,7.2
Figino,15.12.1998,6.3
Figino,12.01.1999,9.4
Figino,26.01.1999,8.7
Figino,15.02.1999,8.6
Figino,24.02.1999,7.8
Figino,23.03.1999,2.8
Figino,01.04.1999,4.2
Figino,13.04.1999,2.5
Figino,27.04.1999,2.8
Figino,20.05.1999,2.9
Figino,26.05.1999,5.1
Figino,11.06.1999,5.8
Figino,23.06.1999,3.2
Figino,07.07.1999,3.1
Figino,29.07.1999,2.3
Figino,09.08.1999,2.6
Figino,24.08.1999,2.1
Figino,08.09.1999,2.3
Figino,29.09.1999,2.3
Figino,06.10.1999,1.9
Figino,19.10.1999,2.6
Figino,11.11.1999,4.8
Figino,16.11.1999,5.1
Figino,03.12.1999,7
Figino,14.12.1999,8.1
Figino,13.01.2000,9
Figino,26.01.2000,8.7
Figino,10.02.2000,10.3
Figino,22.02.2000,7.4
Figino,10.03.2000,7
Figino,21.03.2000,5.6
Figino,05.04.2000,2.4
Figino,19.04.2000,3
Figino,04.05.2000,5.1
Figino,23.05.2000,4.6
Figino,08.06.2000,4.1
Figino,20.06.2000,3.5
Figino,13.07.2000,3.7
Figino,25.07.2000,3.3
Figino,10.08.2000,3.5
Figino,22.08.2000,3.8
Figino,07.09.2000,3.3
Figino,26.09.2000,2.9
Figino,12.10.2000,3
Figino,24.10.2000,3.2
Figino,10.11.2000,5
Figino,21.11.2000,4.9
Figino,07.12.2000,5.5
Figino,19.12.2000,6.3
Figino,11.01.2001,6.8
Figino,23.01.2001,7.6
Figino,09.02.2001,4.9
Figino,19.02.2001,3.9
Figino,08.03.2001,6.4
Figino,20.03.2001,3.3
Figino,05.04.2001,2.5
Figino,17.04.2001,4.4
Figino,04.05.2001,5.1
Figino,15.05.2001,4.2
Figino,06.06.2001,6.8
Figino,20.06.2001,4.5
Figino,20.07.2001,3.6
Figino,24.07.2001,3.9
Figino,09.08.2001,2.2
Figino,06.09.2001,3.2
Figino,13.09.2001,3.4
Figino,26.09.2001,3.8
Figino,11.10.2001,3.4
Figino,23.10.2001,4.4
Figino,08.11.2001,4.6
Figino,20.11.2001,4.5
Figino,06.12.2001,5.2
Figino,18.12.2001,6.1
Figino,10.01.2002,5.6
Figino,22.01.2002,8.1
Figino,07.02.2002,8.4
Figino,19.02.2002,7.5
Figino,08.03.2002,5.7
Figino,20.03.2002,2.1
Figino,04.04.2002,3
Figino,16.04.2002,4.4
Figino,07.05.2002,4.5
Figino,21.05.2002,4.3
Figino,11.06.2002,4.2
Figino,25.06.2002,5.5
Figino,11.07.2002,4.8
Figino,23.07.2002,4.5
Figino,08.08.2002,5.1
Figino,20.08.2002,4.4
Figino,05.09.2002,3.7
Figino,24.09.2002,3.4
Figino,10.10.2002,4
Figino,22.10.2002,4.6
Figino,07.11.2002,6
Figino,19.11.2002,1
Figino,06.12.2002,5.4
Figino,17.12.2002,6.2
Figino,09.01.2003,11
Figino,28.01.2003,10.1
Figino,06.02.2003,7.7
Figino,17.02.2003,8.2
Figino,12.03.2003,3.1
Figino,25.03.2003,3.5
Figino,09.04.2003,5.7
Figino,22.04.2003,5.3
Figino,07.05.2003,6.8
Figino,20.05.2003,7.3
Figino,04.06.2003,7.1
Figino,17.06.2003,5.9
Figino,16.07.2003,4.9
Figino,28.07.2003,3.3
Figino,13.08.2003,2.2
Figino,26.08.2003,2.6
Figino,12.09.2003,4.5
Figino,24.09.2003,4.4
Figino,10.10.2003,4.9
Figino,20.10.2003,5.1
Figino,06.11.2003,5.4
Figino,18.11.2003,5.9
Figino,05.12.2003,5.3
Figino,16.12.2003,5.8
Figino,15.01.2004,8.3
Figino,27.01.2004,6.9
Figino,12.02.2004,8.5
Figino,24.02.2004,7.3
Figino,12.03.2004,7.8
Figino,23.03.2004,2.8
Figino,07.04.2004,2.1
Figino,20.04.2004,3.3
Figino,07.05.2004,2.1
Figino,18.05.2004,3.9
Figino,04.06.2004,4.8
Figino,15.06.2004,6.7
Figino,15.07.2004,4.4
Figino,27.07.2004,4.4
Figino,12.08.2004,4.3
Figino,24.08.2004,2.9
Figino,09.09.2004,3.9
Figino,21.09.2004,4.2
Figino,07.10.2004,4.2
Figino,19.10.2004,5.3
Figino,04.11.2004,7.1
Figino,16.11.2004,8.4
Figino,02.12.2004,9.6
Figino,14.12.2004,10
Figino,20.01.2005,7.8
Figino,31.01.2005,7.1
Figino,17.02.2005,10.3
Figino,28.02.2005,8.6
Figino,16.03.2005,6.8
Figino,29.03.2005,2.3
Figino,12.04.2005,5.5
Figino,26.04.2005,3.3
Figino,11.05.2005,9.1
Figino,23.05.2005,9.3
Figino,10.06.2005,5.1
Figino,20.06.2005,5.4
Figino,15.07.2005,4.6
Figino,26.07.2005,4.3
Figino,09.08.2005,4.3
Figino,23.08.2005,3.9
Figino,08.09.2005,4.2
Figino,19.09.2005,3.8
Figino,06.10.2005,4.9
Figino,17.10.2005,4.9
Figino,11.11.2005,6.4
Figino,21.11.2005,6.1
Figino,07.12.2005,6.8
Figino,12.12.2005,7.5
Figino,12.01.2006,10
Figino,25.01.2006,11.3
Figino,08.02.2006,11.5
Figino,21.02.2006,10.7
Figino,09.03.2006,9
Figino,20.03.2006,5.5
Figino,04.04.2006,3.6
Figino,24.04.2006,2.4
Figino,10.05.2006,8.6
Figino,22.05.2006,10.6
Figino,09.06.2006,9.9
Figino,19.06.2006,6.7
Figino,20.07.2006,2.9
Figino,24.07.2006,3.1
Figino,10.08.2006,3.3
Figino,21.08.2006,3.8
Figino,07.09.2006,3.8
Figino,18.09.2006,3.3
Figino,06.10.2006,4.3
Figino,23.10.2006,7.5
Figino,09.11.2006,5.9
Figino,20.11.2006,8.5
Figino,07.12.2006,9.6
Figino,18.12.2006,8.4
Figino,11.01.2007,9.7
Figino,22.01.2007,10.9
Figino,08.02.2007,8.9
Figino,26.02.2007,5.3
Figino,15.03.2007,5.7
Figino,26.03.2007,5.7
Figino,13.04.2007,2.7
Figino,23.04.2007,8.4
Figino,15.05.2007,8.1
Figino,21.05.2007,6.6
Figino,05.06.2007,5.3
Figino,18.06.2007,3.8
Figino,12.07.2007,3.6
Figino,23.07.2007,3
Figino,09.08.2007,2.8
Figino,20.08.2007,3.2
Figino,05.09.2007,3.4
Figino,17.09.2007,3.6
Figino,03.10.2007,5
Figino,15.10.2007,5.6
Figino,08.11.2007,7.3
Figino,19.11.2007,7.5
Figino,06.12.2007,8.5
Figino,18.12.2007,10.3
Figino,10.01.2008,10.6
Figino,21.01.2008,13
Figino,07.02.2008,8.5
Figino,18.02.2008,7.6
Figino,07.03.2008,4.5
Figino,17.03.2008,4
Figino,03.04.2008,3.7
Figino,14.04.2008,5
Figino,08.05.2008,4.3
Figino,19.05.2008,4.6
Figino,05.06.2008,6.6
Figino,16.06.2008,6.2
Figino,10.07.2008,2.4
Figino,21.07.2008,2.3
Figino,07.08.2008,3.7
Figino,18.08.2008,3.4
Figino,04.09.2008,3.5
Figino,15.09.2008,3.5
Figino,08.10.2008,4.5
Figino,20.10.2008,5.1
Figino,07.11.2008,5.7
Figino,17.11.2008,5.8
Figino,03.12.2008,6.1
Figino,15.12.2008,10.5
Figino,14.01.2009,12.7
Figino,26.01.2009,11.1
Figino,13.02.2009,7.1
Figino,23.02.2009,9.9
Figino,12.03.2009,8.7
Figino,23.03.2009,4.3
Figino,08.04.2009,3.1
Figino,20.04.2009,3.5
Figino,07.05.2009,6
Figino,18.05.2009,5.8
Figino,04.06.2009,8.3
Figino,15.06.2009,8.4
Figino,17.07.2009,2.5
Figino,27.07.2009,2.8
Figino,13.08.2009,2.9
Figino,17.08.2009,3.3
Figino,10.09.2009,3.9
Figino,21.09.2009,4.3
Figino,08.10.2009,4.7
Figino,19.10.2009,5.3
Figino,11.11.2009,7.2
Figino,17.11.2009,8
Figino,03.12.2009,6.2
Figino,14.12.2009,8.3
Figino,15.01.2010,9.7
Figino,25.01.2010,9.1
Figino,11.02.2010,7.8
Figino,22.02.2010,6.8
Figino,11.03.2010,7.1
Figino,22.03.2010,5.3
Figino,08.04.2010,5.5
Figino,19.04.2010,2.8
Figino,05.05.2010,6.2
Figino,17.05.2010,5.1
Figino,09.06.2010,5.3
Figino,21.06.2010,5
Figino,15.07.2010,5.2
Figino,26.07.2010,2.8
Figino,12.08.2010,3
Figino,23.08.2010,4.5
Figino,10.09.2010,3.8
Figino,20.09.2010,3.3
Figino,08.10.2010,4.5
Figino,18.10.2010,4.1
Figino,12.11.2010,9.2
Figino,22.11.2010,8.9
Figino,09.12.2010,9
Figino,20.12.2010,10.6
Figino,11.01.2011,10.8
Figino,31.01.2011,8.8
Figino,15.02.2011,6.6
Figino,28.02.2011,4
Figino,15.03.2011,6.4
Figino,28.03.2011,3.2
Figino,12.04.2011,4.8
Figino,26.04.2011,6.2
Figino,12.05.2011,6.9
Figino,23.05.2011,7.5
Figino,07.06.2011,5.3
Figino,20.06.2011,4.1
Figino,15.07.2011,4.5
Figino,25.07.2011,4
Figino,09.08.2011,3.5
Figino,22.08.2011,3.1
Figino,08.09.2011,2.8
Figino,19.09.2011,4.5
Figino,04.10.2011,4.4
Figino,17.10.2011,4.5
Figino,11.11.2011,5
Figino,21.11.2011,5.4
Figino,07.12.2011,7.2
Figino,19.12.2011,7.3
Figino,12.01.2012,9.7
Figino,23.01.2012,9.5
Figino,15.02.2012,8.3
Figino,27.02.2012,8.7
Figino,15.03.2012,4.8
Figino,26.03.2012,2.1
Figino,13.04.2012,5.6
Figino,23.04.2012,4.7
Figino,10.05.2012,6
Figino,21.05.2012,5.3
Figino,04.06.2012,7.5
Figino,18.06.2012,7
Figino,10.07.2012,5.7
Figino,23.07.2012,2.9
Figino,07.08.2012,2.4
Figino,20.08.2012,5
Figino,04.09.2012,6.3
Figino,17.09.2012,5.2
Figino,02.10.2012,5.1
Figino,22.10.2012,7.8
Figino,06.11.2012,8
Figino,19.11.2012,6.1
Figino,04.12.2012,6.4
Figino,17.12.2012,7.2
Figino,10.01.2013,7.2
Figino,21.01.2013,6.8
Figino,06.02.2013,6.6
Figino,18.02.2013,7.7
Figino,05.03.2013,7.6
Figino,25.03.2013,4.2
Figino,09.04.2013,3.3
Figino,22.04.2013,2.9
Figino,06.05.2013,5.5
Figino,21.05.2013,4.9
Figino,04.06.2013,6.1
Figino,17.06.2013,6.8
Figino,09.07.2013,3.7
Figino,22.07.2013,2.3
Figino,06.08.2013,3.3
Figino,19.08.2013,3.7
Figino,03.09.2013,6.8
Figino,16.09.2013,9.9
Figino,10.10.2013,9.2
Figino,21.10.2013,9.2
Figino,07.11.2013,9.8
Figino,18.11.2013,11
Figino,05.12.2013,9.9
Figino,16.12.2013,8.1
Figino,16.01.2014,5.4
Figino,27.01.2014,8.4
Figino,13.02.2014,8.6
Figino,25.02.2014,5.5
Figino,13.03.2014,2.7
Figino,25.03.2014,5.6
Figino,10.04.2014,4
Figino,22.04.2014,6.5
Figino,08.05.2014,6.8
Figino,19.05.2014,3.7
Figino,05.06.2014,3.6
Figino,16.06.2014,3.4
Figino,10.07.2014,4
Figino,21.07.2014,2.9
Figino,07.08.2014,2.6
Figino,25.08.2014,7.6
Figino,11.09.2014,7.7
Figino,22.09.2014,5.9
Figino,07.10.2014,8.2
Figino,20.10.2014,3.6
Figino,04.11.2014,3.7
Figino,17.11.2014,3.3
Figino,04.12.2014,3.6
Figino,15.12.2014,3.8
Figino,13.01.2015,7.8
Figino,26.01.2015,8.4
Figino,12.02.2015,6.8
Figino,23.02.2015,9.2
Figino,12.03.2015,10.5
Figino,23.03.2015,5.7
Figino,16.04.2015,2.8
Figino,27.04.2015,7.8
Figino,13.05.2015,7
Figino,26.05.2015,4.7
Figino,11.06.2015,3.3
Figino,22.06.2015,2.9
Figino,09.07.2015,3
Figino,27.07.2015,4.7
Figino,13.08.2015,6.7
Figino,24.08.2015,4.9
Figino,10.09.2015,2.8
Figino,21.09.2015,3.1
Figino,08.10.2015,4.5
Figino,19.10.2015,5.9
Figino,05.11.2015,7.6
Figino,16.11.2015,7.9
Figino,03.12.2015,6.4
Figino,14.12.2015,7.8
Figino,14.01.2016,7.7
Figino,25.01.2016,8.4
Figino,04.02.2016,7.8
Figino,23.02.2016,4.6
Figino,10.03.2016,6.7
Figino,21.03.2016,2.5
Figino,07.04.2016,5.8
Figino,18.04.2016,5
Figino,12.05.2016,5
Figino,23.05.2016,5.2
Figino,09.06.2016,3.6
Figino,20.06.2016,2
Figino,13.07.2016,2.2
Figino,25.07.2016,2.05
Figino,11.08.2016,4.3
Figino,22.08.2016,7.6
Figino,08.09.2016,9.3
Figino,06.10.2016,4
Figino,17.10.2016,5.85
Figino,10.11.2016,6.3
Figino,21.11.2016,7.25
Figino,12.01.2017,6.5
Figino,23.01.2017,5.15
Figino,09.02.2017,9.1
Figino,20.02.2017,9.2
Figino,09.03.2017,6.6
Figino,20.03.2017,2.1
Figino,06.04.2017,4.3
Figino,24.04.2017,10.7
Figino,04.05.2017,6.2
Figino,22.05.2017,4.1
Figino,08.06.2017,1.7
Figino,19.06.2017,2
Figino,13.07.2017,2.1
Figino,24.07.2017,1.4
Figino,10.08.2017,1.32
Figino,21.08.2017,1.5
Figino,07.09.2017,5.5
Figino,18.09.2017,6
Figino,05.10.2017,5.1
Figino,23.10.2017,4.8
Figino,09.11.2017,5.6
Figino,21.11.2017,6.6
Figino,07.12.2017,9.2
Figino,07.12.2017,7.8
Figino,18.12.2017,10.1
Figino,19.12.2017,9.5
Figino,11.01.2018,8.2
Figino,22.01.2018,9.3
Figino,08.02.2018,8.3
Figino,19.02.2018,7.8
Figino,08.03.2018,8.6
Figino,20.03.2018,7
Figino,12.04.2018,2.5
Figino,23.04.2018,2.2
Figino,09.05.2018,6.1
Figino,22.05.2018,5.5
Figino,07.06.2018,3.8
Figino,18.06.2018,4.6
Figino,05.07.2018,1.2
Figino,23.07.2018,2.8
Figino,09.08.2018,2.1
Figino,20.08.2018,4.4
Figino,06.09.2018,3.3
Figino,17.09.2018,2.5
Figino,04.10.2018,3.4
Figino,15.10.2018,6.2
Figino,08.11.2018,6.8
Figino,19.11.2018,7.9
Figino,06.12.2018,7.1
Figino,17.12.2018,7.4
Figino,10.01.2019,6.3
Figino,22.01.2019,7.9
Figino,07.02.2019,7.2
Figino,19.02.2019,4.9
Figino,14.03.2019,3.7
Figino,20.03.2019,4.1
Figino,05.04.2019,2.7
Figino,16.04.2019,5.3
Figino,09.05.2019,5.4
Figino,21.05.2019,5.1
Figino,06.06.2019,5.2
Figino,17.06.2019,5.3
Figino,04.07.2019,7.3
Figino,23.07.2019,6.3
Figino,08.08.2019,6.2
Figino,27.08.2019,6.1
Figino,03.09.2019,5
Figino,17.09.2019,6
Figino,03.10.2019,5
Figino,15.10.2019,5.8
Figino,07.11.2019,6.4
Figino,19.11.2019,6.4
Figino,05.12.2019,5.7
Figino,17.12.2019,7.3
Figino,09.01.2020,5.6
Figino,22.01.2020,6
Figino,06.02.2020,5.7
Figino,18.02.2020,4.2
Figino,05.03.2020,4.1
Figino,16.03.2020,2.3
Figino,09.04.2020,4.3
Figino,21.04.2020,4
Figino,07.05.2020,2.8
Figino,18.05.2020,2.9
Figino,04.06.2020,2.5
Figino,23.06.2020,2.6
Figino,09.07.2020,3.9
Figino,21.07.2020,5.5
Figino,06.08.2020,4.1
Figino,18.08.2020,2.9
Figino,03.09.2020,3.4
Figino,22.09.2020,4.7
Figino,08.10.2020,3.4
Figino,20.10.2020,5.9
Figino,11.11.2020,3.7
Figino,17.11.2020,3.6
Figino,03.12.2020,5.6
Figino,15.12.2020,6.2
Figino,13.01.2021,6.6
Figino,26.01.2021,6.8
Figino,03.02.2021,6
Figino,23.02.2021,4.3
Figino,10.03.2021,2
Figino,23.03.2021,4.4
Figino,15.04.2021,4.3
Figino,27.04.2021,4.3
Figino,05.05.2021,7.1
Figino,18.05.2021,9.8
Figino,09.06.2021,7
Figino,22.06.2021,5.7
Figino,07.07.2021,7.7
Figino,20.07.2021,5.4
Figino,04.08.2021,3.8
Figino,17.08.2021,1.5
Figino,01.09.2021,2.2
Figino,21.09.2021,4.5
Figino,06.10.2021,3.6
Figino,19.10.2021,5.6
Figino,10.11.2021,4.3
Figino,23.11.2021,4
Figino,01.12.2021,4
Figino,21.12.2021,6.3
Figino,12.01.2022,6.5
Figino,26.01.2022,5.5
Figino,09.02.2022,7
Figino,23.02.2022,8
Figino,09.03.2022,7.5
Figino,23.03.2022,1.6
Figino,06.04.2022,2.5
Figino,21.04.2022,3.5
Figino,04.05.2022,8.2
Figino,18.05.2022,10.2
Figino,01.06.2022,8.2
Figino,22.06.2022,6.7
Figino,05.07.2022,3.6
Figino,20.07.2022,4.2
Figino,04.08.2022,8.8
Figino,24.08.2022,4.8
Figino,07.09.2022,4.2
Figino,21.09.2022,5.4
Figino,05.10.2022,6.2
Figino,19.10.2022,4.1
Figino,09.11.2022,5
Figino,23.11.2022,7
Figino,06.12.2022,9.2
Figino,21.12.2022,7.8
Figino,12.01.2023,9.2
Figino,25.01.2023,9.4
Figino,08.02.2023,9.2
Figino,22.02.2023,3.9
Figino,08.03.2023,2.1
Figino,22.03.2023,3.6
Figino,05.04.2023,6.6
Figino,19.04.2023,6.6
Figino,04.05.2023,8
Figino,16.05.2023,4.1
Figino,01.06.2023,4.2
Figino,21.06.2023,4.2
Figino,05.07.2023,3.2
Figino,19.07.2023,4.2
Figino,03.08.2023,3.8
Figino,23.08.2023,7.1
Figino,06.09.2023,3.2
Figino,20.09.2023,3.1
Figino,04.10.2023,3.6
Figino,25.10.2023,4.4
Figino,08.11.2023,6.1
Figino,22.11.2023,5.8
Figino,06.12.2023,9.5
Figino,20.12.2023,11
